Year,Wind Speed (m/s),Machine Efficiency,Power Loss,Maintenance Loss,Total Loss,Machine Lifespan (yrs),Net Output (MW),District,Hub Height (m),Rotor Swept Area (m²),Loss Factor,Maintenance Schedule
2023,4.09,0.864,0.079,0.03,0.109,17,7.86,Ambasamudram,120,962,0.139,Biannual
2023,5.87,0.932,0.107,0.03,0.136,17,11.81,Ambasamudram,120,962,0.139,Biannual
2023,9.21,0.935,0.054,0.025,0.079,17,19.83,Ambasamudram,120,962,0.139,Biannual
2023,9.05,0.93,0.103,0.012,0.115,17,18.62,Ambasamudram,120,962,0.139,Biannual
2023,11.35,0.858,0.05,0.011,0.061,17,22.88,Ambasamudram,120,962,0.139,Biannual
2023,8.42,0.935,0.096,0.026,0.122,17,17.29,Ambasamudram,120,962,0.139,Biannual
2023,6.15,0.913,0.093,0.025,0.118,17,12.38,Ambasamudram,120,962,0.139,Biannual
2023,6.05,0.879,0.092,0.016,0.108,17,11.86,Ambasamudram,120,962,0.139,Biannual
2023,8.36,0.921,0.082,0.017,0.099,17,17.34,Ambasamudram,120,962,0.139,Biannual
2024,6.02,0.925,0.068,0.023,0.091,23,12.66,Ambasamudram,120,962,0.139,Biannual
2024,7.57,0.939,0.054,0.02,0.074,23,16.46,Ambasamudram,120,962,0.139,Biannual
2024,9.5,0.85,0.118,0.014,0.132,23,17.53,Ambasamudram,120,962,0.139,Biannual
2024,4.61,0.92,0.107,0.016,0.123,23,9.3,Ambasamudram,120,962,0.139,Biannual
2024,8.76,0.913,0.062,0.028,0.09,23,18.2,Ambasamudram,120,962,0.139,Biannual
2024,9.98,0.896,0.084,0.02,0.104,23,20.04,Ambasamudram,120,962,0.139,Biannual
2024,10.47,0.859,0.096,0.017,0.113,23,19.95,Ambasamudram,120,962,0.139,Biannual
2024,6.25,0.9,0.095,0.021,0.116,23,12.44,Ambasamudram,120,962,0.139,Biannual
2024,6.99,0.914,0.11,0.019,0.128,23,13.94,Ambasamudram,120,962,0.139,Biannual
2024,9.5,0.865,0.068,0.023,0.091,23,18.67,Ambasamudram,120,962,0.139,Biannual
2024,7.05,0.923,0.073,0.027,0.1,23,14.64,Ambasamudram,120,962,0.139,Biannual
2024,9.28,0.923,0.087,0.025,0.113,23,19,Ambasamudram,120,962,0.139,Biannual
2024,6.83,0.912,0.073,0.019,0.092,23,14.14,Ambasamudram,120,962,0.139,Biannual
2024,8.6,0.899,0.11,0.016,0.126,23,16.9,Ambasamudram,120,962,0.139,Biannual
2024,9.66,0.907,0.066,0.015,0.081,23,20.14,Ambasamudram,120,962,0.139,Biannual
2024,8.76,0.945,0.057,0.016,0.073,23,19.19,Ambasamudram,120,962,0.139,Biannual
2024,10.74,0.949,0.119,0.016,0.135,23,22.03,Ambasamudram,120,962,0.139,Biannual
2024,4.35,0.896,0.093,0.014,0.107,23,8.71,Ambasamudram,120,962,0.139,Biannual
2024,10.87,0.901,0.082,0.023,0.105,23,21.91,Ambasamudram,120,962,0.139,Biannual
2024,8.52,0.918,0.055,0.027,0.082,23,17.96,Ambasamudram,120,962,0.139,Biannual
2024,9.96,0.916,0.112,0.03,0.142,23,19.58,Ambasamudram,120,962,0.139,Biannual
2024,5.35,0.894,0.091,0.014,0.105,23,10.71,Ambasamudram,120,962,0.139,Biannual
2024,6.97,0.896,0.064,0.028,0.092,23,14.18,Ambasamudram,120,962,0.139,Biannual
2024,11.07,0.904,0.052,0.018,0.07,23,23.28,Ambasamudram,120,962,0.139,Biannual
2024,10.39,0.866,0.113,0.027,0.14,23,19.34,Ambasamudram,120,962,0.139,Biannual
2024,10.14,0.868,0.086,0.028,0.114,23,19.5,Ambasamudram,120,962,0.139,Biannual
2024,8.19,0.891,0.116,0.017,0.133,23,15.81,Ambasamudram,120,962,0.139,Biannual
2024,4.48,0.857,0.093,0.021,0.113,23,8.51,Ambasamudram,120,962,0.139,Biannual
2024,4.35,0.948,0.073,0.011,0.083,23,9.45,Ambasamudram,120,962,0.139,Biannual
2024,7.17,0.877,0.099,0.022,0.122,23,13.81,Ambasamudram,120,962,0.139,Biannual
2024,10.41,0.901,0.053,0.015,0.068,23,21.84,Ambasamudram,120,962,0.139,Biannual
2024,6.69,0.908,0.085,0.029,0.115,23,13.43,Ambasamudram,120,962,0.139,Biannual
2024,10.43,0.867,0.113,0.028,0.141,23,19.42,Ambasamudram,120,962,0.139,Biannual
2024,5.56,0.891,0.086,0.015,0.101,23,11.15,Ambasamudram,120,962,0.139,Biannual
2024,10.91,0.86,0.077,0.011,0.087,23,21.42,Ambasamudram,120,962,0.139,Biannual
2024,4.29,0.931,0.083,0.021,0.104,23,8.94,Ambasamudram,120,962,0.139,Biannual
2024,11.29,0.906,0.066,0.013,0.079,23,23.54,Ambasamudram,120,962,0.139,Biannual
2024,6.07,0.903,0.104,0.026,0.129,23,11.93,Ambasamudram,120,962,0.139,Biannual
2024,6.6,0.944,0.107,0.01,0.117,23,13.74,Ambasamudram,120,962,0.139,Biannual
2024,10.17,0.939,0.067,0.029,0.096,23,21.6,Ambasamudram,120,962,0.139,Biannual
2024,7.7,0.944,0.068,0.011,0.079,23,16.74,Ambasamudram,120,962,0.139,Biannual
2024,7.47,0.949,0.064,0.029,0.093,23,16.08,Ambasamudram,120,962,0.139,Biannual
2024,4.92,0.867,0.064,0.019,0.083,23,9.78,Ambasamudram,120,962,0.139,Biannual
2024,10.13,0.887,0.114,0.029,0.143,23,19.24,Ambasamudram,120,962,0.139,Biannual
2024,10.65,0.887,0.114,0.018,0.133,23,20.49,Ambasamudram,120,962,0.139,Biannual
2024,6.92,0.867,0.07,0.026,0.097,23,13.54,Ambasamudram,120,962,0.139,Biannual
2024,6.19,0.857,0.062,0.022,0.085,23,12.14,Ambasamudram,120,962,0.139,Biannual
2024,8.29,0.885,0.083,0.024,0.107,23,16.36,Ambasamudram,120,962,0.139,Biannual
2024,8.4,0.95,0.079,0.019,0.097,23,18.01,Ambasamudram,120,962,0.139,Biannual
2024,9.16,0.862,0.073,0.025,0.097,23,17.84,Ambasamudram,120,962,0.139,Biannual
2024,10.06,0.87,0.102,0.029,0.132,23,19,Ambasamudram,120,962,0.139,Biannual
2024,7.4,0.907,0.092,0.015,0.107,23,14.98,Ambasamudram,120,962,0.139,Biannual
2025,5.81,0.945,0.079,0.02,0.099,20,12.35,Ambasamudram,120,962,0.139,Biannual
2025,7.58,0.909,0.071,0.022,0.092,20,15.66,Ambasamudram,120,962,0.139,Biannual
2025,8.09,0.872,0.05,0.025,0.075,20,16.32,Ambasamudram,120,962,0.139,Biannual
2025,10.64,0.937,0.072,0.018,0.09,20,22.67,Ambasamudram,120,962,0.139,Biannual
2025,11.87,0.908,0.06,0.017,0.077,20,24.86,Ambasamudram,120,962,0.139,Biannual
2025,6.45,0.926,0.1,0.02,0.12,20,13.13,Ambasamudram,120,962,0.139,Biannual
2025,9.59,0.924,0.097,0.018,0.115,20,19.59,Ambasamudram,120,962,0.139,Biannual
2025,10.8,0.936,0.076,0.013,0.089,20,23.02,Ambasamudram,120,962,0.139,Biannual
2025,5.73,0.893,0.092,0.018,0.11,20,11.4,Ambasamudram,120,962,0.139,Biannual
2025,11.45,0.912,0.099,0.021,0.121,20,22.95,Ambasamudram,120,962,0.139,Biannual
2025,7.04,0.931,0.115,0.022,0.138,20,14.13,Ambasamudram,120,962,0.139,Biannual
2025,7.71,0.894,0.087,0.025,0.112,20,15.3,Ambasamudram,120,962,0.139,Biannual
2025,5.64,0.852,0.066,0.013,0.08,20,11.05,Ambasamudram,120,962,0.139,Biannual
2025,4.75,0.899,0.075,0.012,0.088,20,9.75,Ambasamudram,120,962,0.139,Biannual
2025,4.22,0.894,0.05,0.012,0.063,20,8.84,Ambasamudram,120,962,0.139,Biannual
2025,5.77,0.856,0.089,0.028,0.117,20,10.91,Ambasamudram,120,962,0.139,Biannual
2025,6.96,0.888,0.05,0.01,0.061,20,14.49,Ambasamudram,120,962,0.139,Biannual
2025,7.59,0.879,0.105,0.017,0.121,20,14.65,Ambasamudram,120,962,0.139,Biannual
2025,7.49,0.946,0.074,0.023,0.097,20,15.99,Ambasamudram,120,962,0.139,Biannual
2025,9.89,0.905,0.065,0.023,0.088,20,20.41,Ambasamudram,120,962,0.139,Biannual
2025,11.92,0.932,0.112,0.011,0.123,20,24.35,Ambasamudram,120,962,0.139,Biannual
2025,7.53,0.918,0.051,0.027,0.078,20,15.94,Ambasamudram,120,962,0.139,Biannual
2025,6.23,0.857,0.113,0.029,0.142,20,11.45,Ambasamudram,120,962,0.139,Biannual
2025,8.85,0.946,0.055,0.018,0.074,20,19.38,Ambasamudram,120,962,0.139,Biannual
2025,7.59,0.873,0.088,0.026,0.114,20,14.69,Ambasamudram,120,962,0.139,Biannual
2025,7.33,0.871,0.096,0.026,0.121,20,14.04,Ambasamudram,120,962,0.139,Biannual
2025,5.89,0.939,0.06,0.028,0.087,20,12.63,Ambasamudram,120,962,0.139,Biannual
2025,10.69,0.95,0.097,0.014,0.111,20,22.55,Ambasamudram,120,962,0.139,Biannual
2025,4.27,0.906,0.061,0.03,0.09,20,8.8,Ambasamudram,120,962,0.139,Biannual
2025,11.28,0.867,0.079,0.011,0.09,20,22.25,Ambasamudram,120,962,0.139,Biannual
2025,5.08,0.879,0.087,0.02,0.106,20,9.98,Ambasamudram,120,962,0.139,Biannual
2025,8.65,0.886,0.09,0.026,0.116,20,16.93,Ambasamudram,120,962,0.139,Biannual
2025,11.93,0.877,0.077,0.027,0.104,20,23.42,Ambasamudram,120,962,0.139,Biannual
2025,6.1,0.888,0.063,0.014,0.078,20,12.48,Ambasamudram,120,962,0.139,Biannual
2025,7.11,0.948,0.091,0.025,0.116,20,14.89,Ambasamudram,120,962,0.139,Biannual
2025,6.44,0.898,0.06,0.012,0.072,20,13.41,Ambasamudram,120,962,0.139,Biannual
2025,9.9,0.944,0.075,0.018,0.093,20,21.19,Ambasamudram,120,962,0.139,Biannual
2025,9.81,0.883,0.067,0.012,0.079,20,19.94,Ambasamudram,120,962,0.139,Biannual
2025,7.96,0.886,0.1,0.024,0.124,20,15.45,Ambasamudram,120,962,0.139,Biannual
2025,11.64,0.873,0.092,0.028,0.12,20,22.36,Ambasamudram,120,962,0.139,Biannual
2025,6.1,0.9,0.101,0.021,0.122,20,12.04,Ambasamudram,120,962,0.139,Biannual
2025,10.5,0.937,0.111,0.018,0.129,20,21.41,Ambasamudram,120,962,0.139,Biannual
2025,11.79,0.906,0.065,0.022,0.087,20,24.39,Ambasamudram,120,962,0.139,Biannual
2025,5.96,0.93,0.052,0.029,0.081,20,12.74,Ambasamudram,120,962,0.139,Biannual
2025,7.39,0.875,0.06,0.02,0.08,20,14.88,Ambasamudram,120,962,0.139,Biannual
2025,7.84,0.933,0.069,0.017,0.086,20,16.72,Ambasamudram,120,962,0.139,Biannual
2025,10.7,0.882,0.107,0.013,0.119,20,20.77,Ambasamudram,120,962,0.139,Biannual
2025,6.42,0.851,0.107,0.01,0.118,20,12.05,Ambasamudram,120,962,0.139,Biannual
2025,6.24,0.894,0.069,0.013,0.083,20,12.79,Ambasamudram,120,962,0.139,Biannual
2025,8.36,0.906,0.062,0.023,0.085,20,17.32,Ambasamudram,120,962,0.139,Biannual
2025,7.71,0.891,0.112,0.028,0.14,20,14.77,Ambasamudram,120,962,0.139,Biannual
2025,9.38,0.897,0.074,0.015,0.089,20,19.16,Ambasamudram,120,962,0.139,Biannual
2023,6.46,0.851,0.065,0.011,0.075,22,12.7,Aralvaimozhi,110,1130,0.107,Monthly
2023,11.51,0.864,0.067,0.024,0.091,22,22.61,Aralvaimozhi,110,1130,0.107,Monthly
2023,9.31,0.862,0.095,0.025,0.12,22,17.65,Aralvaimozhi,110,1130,0.107,Monthly
2023,5.67,0.902,0.118,0.026,0.144,22,10.96,Aralvaimozhi,110,1130,0.107,Monthly
2023,11.58,0.853,0.09,0.021,0.111,22,21.95,Aralvaimozhi,110,1130,0.107,Monthly
2023,5.42,0.884,0.109,0.02,0.129,22,10.43,Aralvaimozhi,110,1130,0.107,Monthly
2023,10.56,0.934,0.079,0.013,0.093,22,22.36,Aralvaimozhi,110,1130,0.107,Monthly
2023,11.67,0.898,0.054,0.028,0.082,22,24.04,Aralvaimozhi,110,1130,0.107,Monthly
2023,9.42,0.869,0.096,0.011,0.107,22,18.28,Aralvaimozhi,110,1130,0.107,Monthly
2023,6.82,0.87,0.083,0.03,0.113,22,13.14,Aralvaimozhi,110,1130,0.107,Monthly
2023,5.17,0.875,0.114,0.019,0.133,22,9.8,Aralvaimozhi,110,1130,0.107,Monthly
2023,5.64,0.887,0.056,0.022,0.078,22,11.53,Aralvaimozhi,110,1130,0.107,Monthly
2023,9.37,0.887,0.113,0.025,0.138,22,17.91,Aralvaimozhi,110,1130,0.107,Monthly
2023,9.89,0.895,0.072,0.024,0.096,22,20,Aralvaimozhi,110,1130,0.107,Monthly
2023,5.29,0.913,0.11,0.01,0.12,22,10.63,Aralvaimozhi,110,1130,0.107,Monthly
2023,8.24,0.913,0.088,0.029,0.117,22,16.6,Aralvaimozhi,110,1130,0.107,Monthly
2023,7.09,0.939,0.083,0.016,0.099,22,14.99,Aralvaimozhi,110,1130,0.107,Monthly
2023,4.59,0.926,0.085,0.029,0.114,22,9.41,Aralvaimozhi,110,1130,0.107,Monthly
2023,11.43,0.868,0.114,0.015,0.129,22,21.6,Aralvaimozhi,110,1130,0.107,Monthly
2023,8.06,0.935,0.068,0.011,0.079,22,17.35,Aralvaimozhi,110,1130,0.107,Monthly
2023,10.73,0.922,0.061,0.025,0.086,22,22.61,Aralvaimozhi,110,1130,0.107,Monthly
2023,8.39,0.9,0.086,0.012,0.098,22,17.04,Aralvaimozhi,110,1130,0.107,Monthly
2023,9.92,0.867,0.107,0.015,0.122,22,18.88,Aralvaimozhi,110,1130,0.107,Monthly
2023,7.99,0.887,0.087,0.019,0.106,22,15.84,Aralvaimozhi,110,1130,0.107,Monthly
2023,7.73,0.941,0.057,0.029,0.086,22,16.63,Aralvaimozhi,110,1130,0.107,Monthly
2023,5.54,0.889,0.11,0.011,0.121,22,10.82,Aralvaimozhi,110,1130,0.107,Monthly
2023,7.26,0.861,0.069,0.029,0.098,22,14.08,Aralvaimozhi,110,1130,0.107,Monthly
2023,4.31,0.929,0.055,0.029,0.084,22,9.18,Aralvaimozhi,110,1130,0.107,Monthly
2023,4.13,0.927,0.076,0.027,0.103,22,8.6,Aralvaimozhi,110,1130,0.107,Monthly
2023,9.77,0.923,0.089,0.028,0.117,22,19.9,Aralvaimozhi,110,1130,0.107,Monthly
2023,5.93,0.94,0.117,0.015,0.132,22,12.09,Aralvaimozhi,110,1130,0.107,Monthly
2023,8.83,0.943,0.09,0.022,0.112,22,18.49,Aralvaimozhi,110,1130,0.107,Monthly
2023,10.74,0.939,0.11,0.01,0.12,22,22.19,Aralvaimozhi,110,1130,0.107,Monthly
2023,9.87,0.865,0.091,0.024,0.115,22,18.9,Aralvaimozhi,110,1130,0.107,Monthly
2023,7.36,0.946,0.105,0.011,0.116,22,15.38,Aralvaimozhi,110,1130,0.107,Monthly
2023,4.39,0.902,0.091,0.015,0.107,22,8.83,Aralvaimozhi,110,1130,0.107,Monthly
2023,6.14,0.865,0.054,0.028,0.082,22,12.19,Aralvaimozhi,110,1130,0.107,Monthly
2023,11.01,0.852,0.093,0.026,0.118,22,20.68,Aralvaimozhi,110,1130,0.107,Monthly
2023,7.1,0.926,0.104,0.012,0.116,22,14.53,Aralvaimozhi,110,1130,0.107,Monthly
2023,6.35,0.904,0.084,0.021,0.104,22,12.85,Aralvaimozhi,110,1130,0.107,Monthly
2023,5.06,0.875,0.07,0.016,0.086,22,10.12,Aralvaimozhi,110,1130,0.107,Monthly
2023,9,0.861,0.057,0.027,0.084,22,17.74,Aralvaimozhi,110,1130,0.107,Monthly
2023,9.16,0.864,0.089,0.018,0.107,22,17.67,Aralvaimozhi,110,1130,0.107,Monthly
2023,8.04,0.934,0.077,0.028,0.105,22,16.79,Aralvaimozhi,110,1130,0.107,Monthly
2023,6.57,0.887,0.082,0.021,0.103,22,13.06,Aralvaimozhi,110,1130,0.107,Monthly
2023,6.66,0.901,0.063,0.025,0.087,22,13.7,Aralvaimozhi,110,1130,0.107,Monthly
2023,8.86,0.896,0.1,0.017,0.117,22,17.53,Aralvaimozhi,110,1130,0.107,Monthly
2023,7.96,0.859,0.113,0.016,0.13,22,14.87,Aralvaimozhi,110,1130,0.107,Monthly
2023,9.74,0.881,0.074,0.019,0.093,22,19.46,Aralvaimozhi,110,1130,0.107,Monthly
2023,11.65,0.876,0.057,0.012,0.069,22,23.75,Aralvaimozhi,110,1130,0.107,Monthly
2023,6.19,0.92,0.054,0.019,0.073,22,13.2,Aralvaimozhi,110,1130,0.107,Monthly
2023,6.2,0.853,0.107,0.028,0.135,22,11.44,Aralvaimozhi,110,1130,0.107,Monthly
2024,5.08,0.946,0.083,0.02,0.104,24,10.77,Aralvaimozhi,110,1130,0.107,Monthly
2024,4.03,0.901,0.057,0.012,0.069,24,8.44,Aralvaimozhi,110,1130,0.107,Monthly
2024,9.48,0.877,0.063,0.017,0.081,24,19.1,Aralvaimozhi,110,1130,0.107,Monthly
2024,8.61,0.904,0.1,0.029,0.129,24,16.95,Aralvaimozhi,110,1130,0.107,Monthly
2024,7.18,0.862,0.054,0.022,0.076,24,14.29,Aralvaimozhi,110,1130,0.107,Monthly
2024,4.34,0.908,0.083,0.011,0.094,24,8.93,Aralvaimozhi,110,1130,0.107,Monthly
2024,7.63,0.871,0.085,0.023,0.108,24,14.81,Aralvaimozhi,110,1130,0.107,Monthly
2024,11.68,0.938,0.098,0.03,0.127,24,23.93,Aralvaimozhi,110,1130,0.107,Monthly
2024,9.99,0.928,0.112,0.013,0.125,24,20.28,Aralvaimozhi,110,1130,0.107,Monthly
2024,11.01,0.88,0.058,0.021,0.079,24,22.32,Aralvaimozhi,110,1130,0.107,Monthly
2024,4.09,0.892,0.11,0.019,0.129,24,7.94,Aralvaimozhi,110,1130,0.107,Monthly
2024,8.19,0.907,0.063,0.025,0.088,24,16.93,Aralvaimozhi,110,1130,0.107,Monthly
2024,6.88,0.946,0.089,0.021,0.111,24,14.47,Aralvaimozhi,110,1130,0.107,Monthly
2024,6.35,0.875,0.091,0.014,0.104,24,12.44,Aralvaimozhi,110,1130,0.107,Monthly
2024,11.64,0.853,0.096,0.025,0.122,24,21.8,Aralvaimozhi,110,1130,0.107,Monthly
2024,6.47,0.871,0.051,0.021,0.072,24,13.08,Aralvaimozhi,110,1130,0.107,Monthly
2024,6.12,0.919,0.056,0.024,0.08,24,12.93,Aralvaimozhi,110,1130,0.107,Monthly
2024,9.57,0.858,0.081,0.014,0.095,24,18.59,Aralvaimozhi,110,1130,0.107,Monthly
2024,10.48,0.93,0.09,0.014,0.105,24,21.81,Aralvaimozhi,110,1130,0.107,Monthly
2024,11.76,0.898,0.092,0.013,0.105,24,23.63,Aralvaimozhi,110,1130,0.107,Monthly
2024,7.94,0.868,0.058,0.015,0.073,24,15.99,Aralvaimozhi,110,1130,0.107,Monthly
2024,5.41,0.923,0.093,0.014,0.107,24,11.15,Aralvaimozhi,110,1130,0.107,Monthly
2024,7.41,0.852,0.067,0.026,0.094,24,14.3,Aralvaimozhi,110,1130,0.107,Monthly
2024,7.85,0.939,0.056,0.011,0.066,24,17.21,Aralvaimozhi,110,1130,0.107,Monthly
2024,4.46,0.907,0.096,0.024,0.12,24,8.9,Aralvaimozhi,110,1130,0.107,Monthly
2024,6.36,0.87,0.094,0.02,0.114,24,12.26,Aralvaimozhi,110,1130,0.107,Monthly
2024,7.92,0.919,0.081,0.014,0.094,24,16.49,Aralvaimozhi,110,1130,0.107,Monthly
2024,7.47,0.891,0.114,0.016,0.13,24,14.48,Aralvaimozhi,110,1130,0.107,Monthly
2024,8.89,0.91,0.101,0.021,0.123,24,17.74,Aralvaimozhi,110,1130,0.107,Monthly
2024,10.06,0.929,0.068,0.027,0.095,24,21.12,Aralvaimozhi,110,1130,0.107,Monthly
2024,4.31,0.864,0.092,0.013,0.105,24,8.33,Aralvaimozhi,110,1130,0.107,Monthly
2024,10.01,0.869,0.11,0.015,0.125,24,19.02,Aralvaimozhi,110,1130,0.107,Monthly
2024,6.45,0.92,0.09,0.024,0.114,24,13.14,Aralvaimozhi,110,1130,0.107,Monthly
2024,8.28,0.851,0.118,0.012,0.13,24,15.34,Aralvaimozhi,110,1130,0.107,Monthly
2024,8.74,0.906,0.098,0.013,0.111,24,17.59,Aralvaimozhi,110,1130,0.107,Monthly
2024,11.48,0.878,0.07,0.017,0.087,24,23.02,Aralvaimozhi,110,1130,0.107,Monthly
2024,9.81,0.916,0.117,0.011,0.128,24,19.59,Aralvaimozhi,110,1130,0.107,Monthly
2024,9.47,0.864,0.082,0.02,0.102,24,18.37,Aralvaimozhi,110,1130,0.107,Monthly
2024,9.59,0.935,0.056,0.028,0.084,24,20.53,Aralvaimozhi,110,1130,0.107,Monthly
2024,6.49,0.918,0.071,0.022,0.093,24,13.5,Aralvaimozhi,110,1130,0.107,Monthly
2024,10.63,0.87,0.06,0.019,0.079,24,21.29,Aralvaimozhi,110,1130,0.107,Monthly
2024,10.36,0.86,0.1,0.021,0.121,24,19.58,Aralvaimozhi,110,1130,0.107,Monthly
2024,7.32,0.903,0.09,0.03,0.12,24,14.55,Aralvaimozhi,110,1130,0.107,Monthly
2024,7.64,0.938,0.053,0.013,0.066,24,16.74,Aralvaimozhi,110,1130,0.107,Monthly
2024,6.43,0.94,0.096,0.023,0.119,24,13.32,Aralvaimozhi,110,1130,0.107,Monthly
2024,10.86,0.948,0.096,0.015,0.111,24,22.89,Aralvaimozhi,110,1130,0.107,Monthly
2024,5.41,0.856,0.069,0.02,0.089,24,10.53,Aralvaimozhi,110,1130,0.107,Monthly
2024,5.52,0.88,0.056,0.025,0.081,24,11.16,Aralvaimozhi,110,1130,0.107,Monthly
2024,8.88,0.857,0.096,0.011,0.107,24,16.99,Aralvaimozhi,110,1130,0.107,Monthly
2024,11.5,0.946,0.109,0.026,0.136,24,23.5,Aralvaimozhi,110,1130,0.107,Monthly
2024,4.41,0.895,0.103,0.024,0.128,24,8.61,Aralvaimozhi,110,1130,0.107,Monthly
2024,4.28,0.899,0.078,0.03,0.108,24,8.59,Aralvaimozhi,110,1130,0.107,Monthly
2025,9.64,0.904,0.104,0.018,0.121,23,19.15,Aralvaimozhi,110,1130,0.107,Monthly
2025,4.5,0.88,0.094,0.02,0.114,23,8.77,Aralvaimozhi,110,1130,0.107,Monthly
2025,5.15,0.859,0.1,0.023,0.123,23,9.7,Aralvaimozhi,110,1130,0.107,Monthly
2025,8.63,0.899,0.06,0.019,0.079,23,17.87,Aralvaimozhi,110,1130,0.107,Monthly
2025,10.59,0.904,0.062,0.012,0.074,23,22.15,Aralvaimozhi,110,1130,0.107,Monthly
2025,5.4,0.925,0.071,0.027,0.097,23,11.28,Aralvaimozhi,110,1130,0.107,Monthly
2025,4.7,0.922,0.115,0.019,0.135,23,9.38,Aralvaimozhi,110,1130,0.107,Monthly
2025,5.58,0.877,0.088,0.016,0.104,23,10.96,Aralvaimozhi,110,1130,0.107,Monthly
2025,5.81,0.923,0.055,0.013,0.068,23,12.49,Aralvaimozhi,110,1130,0.107,Monthly
